"","logFC","logCPM","LR","PValue","FDR"
"Bra015640",-0.208520392876247,2.53056944723338,0.612818902484559,0.43372841345409,0.529857940320062
"Bra027200",0.134671243934823,5.24029032395431,0.612797115303154,0.433736586413285,0.529857940320062
"Bra001187",-0.172718814386111,3.25033145076094,0.611883835855238,0.434079393087139,0.530249765359914
"Bra009559",-0.343096848927768,2.15524007412419,0.611810942114683,0.434106772099314,0.530256259434586
"Bra023337",-0.143826794378629,7.80092375070651,0.61172174841011,0.43414027698216,0.530270235147088
"Bra034708",0.121135604271881,5.11724032388549,0.61125021241183,0.434317471053114,0.530455403123746
"Bra031840",0.248752293132909,2.0374719520677,0.61120087118346,0.43433601889291,0.530455403123746
"Bra025192",0.241864375789433,3.28510855938043,0.610762626118134,0.434500812360231,0.53062970143627
"Bra007445",-0.128784530861082,5.39035394223794,0.610680068089351,0.434531867348911,0.530640663577244
"Bra024544",0.12786289296883,4.73949721781468,0.610203993183049,0.434711013446491,0.530832460988364
"Bra037827",-0.120110587018282,6.58466159888135,0.609338261487661,0.435037075214611,0.53119119450784
"Bra013949",-0.134274373441627,5.02517570303706,0.609306639893473,0.435048991956907,0.53119119450784
"Bra031783",0.141621590959941,3.53796054750106,0.60922048319967,0.435081463025963,0.531203854831903
"Bra028046",0.128218556441747,6.30058125673247,0.609013869198563,0.435159347569486,0.531253058316326
"Bra034183",0.158430017695521,3.623425265316,0.608996299672317,0.435165971501768,0.531253058316326
"Bra022067",-0.138532051365861,7.28124588257599,0.60881284768312,0.435235144392733,0.531310517083246
"Bra035715",-0.11425415930234,4.99882927249286,0.608746039852504,0.435260339294496,0.531314286891356
"Bra003164",0.319206121773228,1.6139202905588,0.608686836420627,0.43528266824641,0.531314558081982
"Bra012653",0.123941071561113,4.50512285685476,0.608197470570314,0.435467302619614,0.531512932362998
"Bra007061",-0.109524549507714,6.27942874932402,0.607920594995968,0.435571818793103,0.53160902097747
"Bra032749",0.291707230556838,10.0843726821776,0.607871737033065,0.435590265877894,0.53160902097747
"Bra019694",-0.120965467737706,6.06735135580696,0.607574911047954,0.435702362775495,0.531718827406633
"Bra033949",0.124975694751876,4.2827733164343,0.607095444739845,0.4358835271492,0.531888746126927
"Bra016935",0.119312987349504,5.41642943826039,0.607089274352205,0.43588585935408,0.531888746126927
"Bra001124",-0.196085321663152,2.81908420479417,0.60682598899381,0.435985390364864,0.531965485306767
